STRUCTURE_NAME,Sex_M/F,Health_Status,Health status,Year,Value
Health status,M,G,Good/very good health,2019,42.2
Health status,M,G,Good/very good health,2018,42.2
Health status,M,G,Good/very good health,2017,42.5
Health status,M,G,Good/very good health,2016,40.7
Health status,M,G,Good/very good health,2015,40.6
Health status,M,G,Good/very good health,2014,40
Health status,F,F,"Fair (not good, not bad) health",2023,37.4
Health status,F,F,"Fair (not good, not bad) health",2022,38.2
Health status,F,F,"Fair (not good, not bad) health",2021,38.3
Health status,F,F,"Fair (not good, not bad) health",2020,36.9
Health status,F,F,"Fair (not good, not bad) health",2019,36.6
Health status,F,F,"Fair (not good, not bad) health",2018,37.1
Health status,F,F,"Fair (not good, not bad) health",2017,37.6
Health status,F,F,"Fair (not good, not bad) health",2016,37.9
Health status,F,F,"Fair (not good, not bad) health",2015,37.1
Health status,F,F,"Fair (not good, not bad) health",2014,36.3
Health status,F,G,Good/very good health,2023,47.1
Health status,F,G,Good/very good health,2022,46.6
Health status,F,G,Good/very good health,2020,73.8
Health status,F,G,Good/very good health,2019,72.9
Health status,F,G,Good/very good health,2018,73.3
Health status,F,G,Good/very good health,2017,72.9
Health status,F,G,Good/very good health,2016,73.5
Health status,F,G,Good/very good health,2015,71.9
Health status,F,G,Good/very good health,2014,72.7
Health status,M,G,Good/very good health,2023,55.3
Health status,M,G,Good/very good health,2022,52.6
Health status,M,G,Good/very good health,2021,54.2
Health status,M,G,Good/very good health,2020,55.7
Health status,M,G,Good/very good health,2019,55.4
Health status,M,G,Good/very good health,2018,54.5
Health status,M,G,Good/very good health,2017,53.9
Health status,M,G,Good/very good health,2016,52.5
Health status,M,G,Good/very good health,2015,51.5
Health status,M,G,Good/very good health,2014,50.4
Health status,M,F,"Fair (not good, not bad) health",2023,33.4
Health status,M,F,"Fair (not good, not bad) health",2022,36.5
Health status,M,F,"Fair (not good, not bad) health",2021,34.7
Health status,M,F,"Fair (not good, not bad) health",2020,33.9
Health status,M,F,"Fair (not good, not bad) health",2019,32.9
Health status,M,F,"Fair (not good, not bad) health",2018,33
Health status,M,F,"Fair (not good, not bad) health",2017,33.9
Health status,M,F,"Fair (not good, not bad) health",2016,34.8
Health status,M,F,"Fair (not good, not bad) health",2015,33.9
Health status,M,F,"Fair (not good, not bad) health",2014,35.1
Health status,M,G,Good/very good health,2023,78.5
Health status,M,G,Good/very good health,2022,76.1
Health status,M,G,Good/very good health,2021,76.2
Health status,M,G,Good/very good health,2020,78.3
Health status,M,G,Good/very good health,2019,78.9
Health status,M,G,Good/very good health,2018,77.3
Health status,M,G,Good/very good health,2017,76.6
Health status,M,G,Good/very good health,2016,75.9
Health status,M,G,Good/very good health,2015,73.5
Health status,M,G,Good/very good health,2014,75.9
Health status,M,B,Bad/very bad health,2023,11.3
Health status,M,B,Bad/very bad health,2022,10.9
Health status,M,B,Bad/very bad health,2021,11.1
Health status,M,B,Bad/very bad health,2020,10.4
Health status,M,B,Bad/very bad health,2019,11.7
Health status,M,B,Bad/very bad health,2018,12.4
Health status,M,B,Bad/very bad health,2017,12.2
Health status,M,B,Bad/very bad health,2016,12.7
Health status,M,B,Bad/very bad health,2015,14.6
Health status,M,B,Bad/very bad health,2014,14.5
Health status,F,G,Good/very good health,2023,62.6
Health status,F,G,Good/very good health,2022,62.8
Health status,F,G,Good/very good health,2021,63
Health status,F,G,Good/very good health,2020,66.6
Health status,F,G,Good/very good health,2019,65.3
Health status,F,G,Good/very good health,2018,64.1
Health status,F,G,Good/very good health,2017,64
Health status,F,G,Good/very good health,2016,65.9
Health status,F,G,Good/very good health,2015,65.4
Health status,F,G,Good/very good health,2014,66.7
Health status,M,G,Good/very good health,2023,72
Health status,M,G,Good/very good health,2022,66.7
Health status,M,G,Good/very good health,2021,69.3
Health status,F,B,Bad/very bad health,2023,15.5
Health status,F,B,Bad/very bad health,2022,15.2
Health status,F,B,Bad/very bad health,2021,15.2
Health status,F,B,Bad/very bad health,2020,15.8
Health status,F,B,Bad/very bad health,2019,18.2
Health status,F,B,Bad/very bad health,2018,18.2
Health status,F,B,Bad/very bad health,2017,18.1
Health status,F,B,Bad/very bad health,2016,18.8
Health status,F,B,Bad/very bad health,2015,21
Health status,F,B,Bad/very bad health,2014,21.7
Health status,M,B,Bad/very bad health,2022,10.9
Health status,M,B,Bad/very bad health,2021,12
Health status,F,G,Good/very good health,2018,61.7
Health status,F,G,Good/very good health,2017,62.8
Health status,F,G,Good/very good health,2016,61.7
Health status,F,G,Good/very good health,2015,61.5
Health status,F,G,Good/very good health,2014,61
Health status,F,G,Good/very good health,2021,62
Health status,F,G,Good/very good health,2020,61.6
Health status,F,G,Good/very good health,2019,61.2
Health status,F,G,Good/very good health,2018,62.8
Health status,F,G,Good/very good health,2017,63.2
Health status,F,G,Good/very good health,2016,63
Health status,F,G,Good/very good health,2015,62.3
Health status,F,G,Good/very good health,2014,61.1
Health status,F,G,Good/very good health,2023,61.4
Health status,F,G,Good/very good health,2022,59.8
Health status,F,G,Good/very good health,2021,58.9
Health status,F,G,Good/very good health,2020,60.1
Health status,F,G,Good/very good health,2019,60.7
Health status,M,G,Good/very good health,2020,81
Health status,M,G,Good/very good health,2019,81.5
Health status,M,G,Good/very good health,2018,82.5
Health status,M,G,Good/very good health,2017,79.9
Health status,M,G,Good/very good health,2016,81.8
Health status,M,G,Good/very good health,2015,81.2
Health status,M,G,Good/very good health,2014,79.6
Health status,F,B,Bad/very bad health,2023,12.4
Health status,F,B,Bad/very bad health,2022,13.5
Health status,F,B,Bad/very bad health,2021,14.4
Health status,F,B,Bad/very bad health,2020,14.6
Health status,F,B,Bad/very bad health,2019,14
Health status,F,B,Bad/very bad health,2018,13.2
Health status,F,B,Bad/very bad health,2017,12.7
Health status,F,B,Bad/very bad health,2016,13.3
Health status,F,B,Bad/very bad health,2015,14.1
Health status,F,B,Bad/very bad health,2014,14.5
Health status,M,F,"Fair (not good, not bad) health",2023,18.2
Health status,M,F,"Fair (not good, not bad) health",2022,20
Health status,M,F,"Fair (not good, not bad) health",2021,19.6
Health status,M,F,"Fair (not good, not bad) health",2020,19.4
Health status,M,F,"Fair (not good, not bad) health",2019,19.8
Health status,M,F,"Fair (not good, not bad) health",2018,18.7
Health status,M,F,"Fair (not good, not bad) health",2017,19.3
Health status,M,F,"Fair (not good, not bad) health",2016,19.9
Health status,M,F,"Fair (not good, not bad) health",2015,19.9
Health status,M,F,"Fair (not good, not bad) health",2014,20.8
Health status,F,G,Good/very good health,2023,64.7
Health status,F,G,Good/very good health,2022,63.2
Health status,M,B,Bad/very bad health,2020,11.7
Health status,M,B,Bad/very bad health,2019,11
Health status,M,B,Bad/very bad health,2018,10.7
Health status,M,B,Bad/very bad health,2017,9.7
Health status,M,B,Bad/very bad health,2016,10.2
Health status,M,B,Bad/very bad health,2015,10.4
Health status,M,B,Bad/very bad health,2014,10.7
Health status,F,F,"Fair (not good, not bad) health",2023,22.9
Health status,F,F,"Fair (not good, not bad) health",2022,23.2
Health status,F,F,"Fair (not good, not bad) health",2021,23.6
Health status,F,F,"Fair (not good, not bad) health",2020,23.8
Health status,F,F,"Fair (not good, not bad) health",2019,24.7
Health status,F,F,"Fair (not good, not bad) health",2018,23.9
Health status,F,F,"Fair (not good, not bad) health",2017,24.1
Health status,F,F,"Fair (not good, not bad) health",2016,23.7
Health status,F,F,"Fair (not good, not bad) health",2015,23.7
Health status,F,F,"Fair (not good, not bad) health",2014,24.3
Health status,F,G,Good/very good health,2023,45.9
Health status,F,G,Good/very good health,2022,45.4
Health status,F,G,Good/very good health,2021,44.7
Health status,F,G,Good/very good health,2020,38.2
Health status,F,G,Good/very good health,2019,40.4
Health status,F,G,Good/very good health,2018,44.1
Health status,F,G,Good/very good health,2017,40.8
Health status,F,G,Good/very good health,2016,42.2
Health status,F,G,Good/very good health,2015,38.4
Health status,F,G,Good/very good health,2014,35
Health status,M,G,Good/very good health,2023,68.7
Health status,M,G,Good/very good health,2022,66.7
Health status,M,G,Good/very good health,2021,66.3
Health status,M,G,Good/very good health,2020,66.8
Health status,M,G,Good/very good health,2019,67.1
Health status,M,G,Good/very good health,2018,69
Health status,M,G,Good/very good health,2017,69.9
Health status,M,G,Good/very good health,2016,67.8
Health status,M,G,Good/very good health,2015,68
Health status,M,G,Good/very good health,2014,67.2
Health status,M,G,Good/very good health,2023,67.4
Health status,M,G,Good/very good health,2022,68
Health status,M,G,Good/very good health,2021,65.9
Health status,M,G,Good/very good health,2020,62.5
Health status,M,G,Good/very good health,2019,64.3
Health status,M,G,Good/very good health,2018,63.8
Health status,M,G,Good/very good health,2017,64.4
Health status,M,G,Good/very good health,2016,66.2
Health status,M,G,Good/very good health,2015,62.4
Health status,M,G,Good/very good health,2014,59.1
Health status,F,G,Good/very good health,2023,85.1
Health status,F,G,Good/very good health,2022,84.2
Health status,F,G,Good/very good health,2021,82.7
Health status,F,G,Good/very good health,2020,83.2
Health status,F,G,Good/very good health,2019,79.9
Health status,F,G,Good/very good health,2018,81.9
Health status,F,G,Good/very good health,2017,82.4
Health status,F,G,Good/very good health,2016,84.3
Health status,F,G,Good/very good health,2015,83.7
Health status,F,G,Good/very good health,2014,82.2
Health status,M,G,Good/very good health,2023,82.8
Health status,M,G,Good/very good health,2022,79
Health status,M,G,Good/very good health,2021,78.2
Health status,M,G,Good/very good health,2023,71.2
Health status,M,G,Good/very good health,2022,69.1
Health status,M,G,Good/very good health,2021,68.4
Health status,M,G,Good/very good health,2020,68.9
Health status,M,G,Good/very good health,2019,69.2
Health status,M,G,Good/very good health,2018,70.6
Health status,M,G,Good/very good health,2017,71
Health status,M,G,Good/very good health,2016,69.9
Health status,M,G,Good/very good health,2015,69.7
Health status,M,G,Good/very good health,2014,68.5
Health status,M,G,Good/very good health,2022,69
Health status,M,G,Good/very good health,2021,69.5
Health status,M,F,"Fair (not good, not bad) health",2018,21.8
Health status,M,F,"Fair (not good, not bad) health",2017,22.5
Health status,M,F,"Fair (not good, not bad) health",2016,23.2
Health status,M,F,"Fair (not good, not bad) health",2015,21.9
Health status,M,F,"Fair (not good, not bad) health",2014,22.2
Health status,F,G,Good/very good health,2021,83.8
Health status,F,G,Good/very good health,2020,81.4
Health status,F,G,Good/very good health,2019,80.7
Health status,F,G,Good/very good health,2018,78.4
Health status,F,G,Good/very good health,2017,80.4
Health status,F,G,Good/very good health,2016,80.5
Health status,F,G,Good/very good health,2015,79
Health status,F,G,Good/very good health,2014,80.9
Health status,M,F,"Fair (not good, not bad) health",2023,23.1
Health status,M,F,"Fair (not good, not bad) health",2022,22.5
Health status,M,F,"Fair (not good, not bad) health",2021,20.2
Health status,M,F,"Fair (not good, not bad) health",2020,21.3
Health status,M,F,"Fair (not good, not bad) health",2019,21.2
Health status,F,G,Good/very good health,2020,40.3
Health status,F,G,Good/very good health,2019,38.7
Health status,F,G,Good/very good health,2018,36.6
Health status,F,G,Good/very good health,2017,36.5
Health status,F,G,Good/very good health,2016,35.3
Health status,F,G,Good/very good health,2015,38.4
Health status,F,G,Good/very good health,2014,35.4
Health status,M,G,Good/very good health,2023,52.1
Health status,M,G,Good/very good health,2022,54.4
Health status,M,G,Good/very good health,2021,59.5
Health status,M,G,Good/very good health,2020,54.6
Health status,M,G,Good/very good health,2019,54.9
Health status,M,G,Good/very good health,2018,55.3
Health status,M,G,Good/very good health,2017,56.1
Health status,M,G,Good/very good health,2016,54.6
Health status,M,G,Good/very good health,2015,57.7
Health status,M,G,Good/very good health,2014,56
Health status,M,B,Bad/very bad health,2023,8.8
Health status,M,B,Bad/very bad health,2022,6.6
Health status,M,B,Bad/very bad health,2021,8.3
Health status,M,B,Bad/very bad health,2020,8.9
Health status,M,B,Bad/very bad health,2019,9.2
Health status,M,B,Bad/very bad health,2018,8.9
Health status,M,B,Bad/very bad health,2017,8.8
Health status,M,B,Bad/very bad health,2016,8.8
Health status,M,B,Bad/very bad health,2015,10
Health status,M,B,Bad/very bad health,2014,9.7
Health status,F,G,Good/very good health,2023,80.2
Health status,F,G,Good/very good health,2022,82
Health status,M,G,Good/very good health,2020,69.3
Health status,M,G,Good/very good health,2019,68.1
Health status,M,G,Good/very good health,2018,68.6
